,well_3,well_4,well_6,well_8,well_9,well_15,well_21,well_33,well_38,well_39,well_42,well_48,well_50,well_61,well_70,well_72,well_85,well_87,well_93,well_94,well_95,well_99,well_103,well_104,well_108,well_110,well_113,well_114,well_117,well_119,well_121,well_133,well_138,well_148,well_149,well_154,well_156,well_158,well_162,well_166,well_171,well_179,well_183,well_192,well_204,well_206,well_209,well_224,well_227,well_232,well_248,well_253,well_263,well_265,well_267,well_269,well_270,well_277,well_281,well_285,well_286,well_295,well_298,well_305,well_307,well_311,well_321,well_325,well_344,well_345,well_353,well_354,well_362,well_367,well_377,well_380,well_387,well_389,well_390,well_394,well_403,well_410,well_418,well_423,well_428,well_430,well_444,well_449,well_453,well_456,well_460,well_462,well_463,well_467,well_471,well_482,well_485,well_492,well_499
1991-07-29,636.11,377.22,47.07034423619787,83.84,42.673546811442876,283.74658558388893,424.315,156.25,86.21,458.1725,5.87363699748245,77.44362363320461,389.432,66.54,-0.587,43.873647111344965,318.944249444057,68.50900216843783,44.29876692059065,19.43,88.51,227.67691926852103,411.200862511106,47.47863203862531,62.43,25.5,110.11,90.31,9.28,32.30381457098318,656.195529404195,48.45260001632006,31.406665019022853,97.9,153.64747879501041,336.71,20.07756179733137,39.392916778272394,500.76,218.11281247117336,107.43809837050587,222.30054597716122,98.92,27.15615542831215,468.284,124.61,29.91975626797852,154.21,362.14,223.45,33.71,57.04,7.030344581822618,30.07078783572953,40.323513248483785,217.58876327984797,28.541918875223544,108.82046673991995,41.11570287308219,580.4731135250348,57.54586850629525,412.44,78.54940680331114,257.42279718474447,1.369339707090095,105.79,367.22222734656543,46.51,49.94479489868994,5.078747865721525,28.06,8.287057780131008,7.462633182310569,28.91,89.0998257104736,5.932275778562342,-0.58,21.56,83.84,34.83539612832465,351.64,39.65001022468508,490.6,69.65775325301551,31.69,264.83,335.1988245377411,83.47655354811687,33.39721377526436,363.65,177.02800175453706,176.19575764781976,28.69,107.72,579.7,76.59,11.75723731959334,306.89541071344206,44.12
1991-08-05,636.13,377.46,47.06,83.83,42.64,283.29999999999995,424.2916666666667,156.09,86.16,458.5857142857143,5.81,77.33000000000001,389.4816666666666,66.52,-0.667,43.87,318.62,68.53,44.28,19.44,88.39,227.58,411.19,47.35,62.41,25.38,110.06,90.3,9.21,32.32,656.0,48.37,31.35,97.83,153.46,336.62,19.98,39.31,500.8181148853697,218.08,107.41,222.44,98.98,27.17,468.298,124.57,29.86,154.21,362.1975,223.4,33.68691716262828,57.02,7.2,30.07,40.21,217.5,28.44,108.69,41.23,580.46,57.5,412.5,78.56,257.29999999999995,1.34,105.75,366.97,46.46,49.89,4.7,28.1,8.21,7.34,28.89,89.16,5.91,-0.68,21.53,83.83,34.79,351.58,39.63,490.51,69.71,31.68,264.83,335.18,83.44,33.37,363.59,177.07000000000002,176.23,28.678204387647416,107.69,579.72,76.55,11.64,307.2,44.1
1991-08-12,635.88,377.38,47.05,83.82,42.61,283.04,424.2720000000001,156.04,86.09,458.65,5.82,77.29,389.4242857142857,66.49,-0.617,43.75,318.85,68.5,44.26,19.44,88.25,227.64,411.15,47.35,62.43,25.29,109.74,90.3,9.14,32.31,655.74,48.37,31.39,97.69,153.41,336.75,19.97,39.29,500.74,218.08,107.41,222.42,98.76,27.12173539196788,468.26,124.51,29.86,154.19,362.24,223.38,33.68662515760512,57.02,7.18,30.047167495000565,40.17,217.64,28.43,108.79,41.14,580.32,57.49,412.34,78.55,257.31,1.33,105.76,366.9,46.44,49.87,4.74,28.13,8.15,7.34,28.9,89.13,5.87,-0.64,21.5,83.75,34.77,351.49,39.63,490.2,69.64,31.66,264.81,335.18,83.44,33.42,363.56,177.06,176.18,28.69,107.6,579.74,76.805,11.75,307.2,44.16
1991-08-19,635.7866666666667,377.1,47.03,83.75,42.58,282.82,424.2633333333333,156.01,86.05,458.3,5.81,77.25,389.4175,66.49,-0.637,43.72,318.81,68.5,44.21,19.42,88.18,227.83,411.14,47.35,62.42,25.36,109.95,90.28,9.08,32.31,655.61,48.36,31.36,97.56,153.43,336.53,19.96,39.24,500.71125439234726,218.02,107.4,222.4,98.57,27.06,468.2425,124.42,29.85,154.16,362.25,223.3,33.66,56.98,7.11,30.01,40.14,217.61,28.39,108.79,41.02,580.265,57.47,412.14,78.54,257.33,1.32,105.73,366.85,46.42,49.89,4.93,28.07,8.13,7.36,28.9,89.08,5.86,-0.66,21.48,83.64,34.75,351.38,39.59,489.52,69.63,31.65,264.79,335.16,83.42,33.43,363.54,177.05,176.24,28.66,107.49,579.73,76.68,11.71,307.13,44.09
1991-08-26,635.65,376.8,47.02,83.71,42.57,282.7,424.2375,155.96,85.97,458.185,5.81,77.17,389.404,66.45,-0.647,43.68,318.67,68.48,44.22,19.41,88.21,227.53,411.14,47.35,62.43,25.45,109.69,90.27,9.03,32.29,655.48,48.35,31.31,97.45,153.34,336.48,19.93,39.19,500.67,217.99,107.4,222.37,98.36,27.114304994510626,468.205,124.36,29.83,154.13,362.24,223.27,33.67,56.96,7.06,30.031221782641424,40.1,217.56,28.38,108.78,40.9,580.19,57.46,412.04,78.52,257.35,1.36,105.72,366.77,46.38,49.89,4.85,28.01,8.08,7.39,28.89,89.07,5.83,-0.7,21.46,83.53,34.72,351.34,39.6,489.49,69.63,31.64,264.775,335.15000000000003,83.4,33.42,363.53,177.03,176.19,28.666069184766958,107.52,579.72,76.63,11.77,307.02,44.06
1991-09-02,635.6,376.58,46.99,83.69,42.55,282.35,424.2133333333333,155.83,85.92,458.15,5.81,77.11,389.406,66.44,-0.647,43.67,318.49,68.45,44.21,19.4,88.05,227.5368485346986,411.09,47.35,62.45,25.42,109.84,90.26,9.0,32.29,655.34,48.34,31.25,97.38,153.36,336.3,19.91,39.19,500.61442673757574,217.9,107.39,222.34,98.27,27.16,468.175,124.31,29.77,154.08,362.21,223.19,33.627687511683106,56.95,7.0,30.04,40.05,217.53,28.36,108.76324097722794,40.81,580.0820722002286,57.42,411.96,78.51,257.32,1.34,105.69,366.68,46.36,49.89,4.77,27.96,8.05,7.32,28.85,89.07,5.81,-0.56,21.43,83.42,34.65,351.3,39.58,489.16,69.63,31.62,264.76,335.22,83.38,33.42,363.52,177.01000000000002,176.01,28.632820477043875,107.49,579.69,76.53,11.7,307.07,43.98
1991-09-09,635.5766666666667,376.38,46.97,83.67,42.53,282.16,424.21,155.89,85.88,458.055,5.8,77.05000000000001,389.412,66.41,-0.677,43.97,318.41,68.43,44.17,19.4,88.12,227.50536277654044,411.0,47.35,62.42,25.4,109.8,90.24,8.96,32.29,655.22,48.33,31.25,97.27,153.29,336.25,19.88,39.26,500.61,217.85,107.39,222.29,98.33,27.074072406133297,468.15,124.27,29.76,154.02,362.18,223.02,33.635386356673514,56.93,6.99,30.024936270518843,39.96,217.51,28.38,108.71959985904756,40.79,579.9829563023072,57.41,411.9,78.51,257.29,1.33,105.7,366.59,46.33,49.87,4.71,27.92,8.03,7.32,28.84,89.05999999999999,5.8,-0.51,21.41,83.32,34.64,351.23,39.57,488.88,69.67,31.61,264.74,335.21000000000004,83.38,33.4,363.51,177.01000000000002,175.94,28.64,107.29,579.67,76.55,11.7,307.04,44.0
1991-09-16,635.53,376.63,46.95,83.64,42.56,281.92,424.22,155.91,85.84,458.0233333333333,5.8,77.01,389.422,66.39,-0.657,43.96,318.4,68.42,44.16,19.39,88.28,227.50946056662178,410.9,47.35,62.4,25.42,109.81,90.24,8.91,32.28,655.14,48.31,31.26,97.21,153.36,336.3,19.87,39.31,500.6508883512808,217.81,107.39,222.27,98.59,27.15,468.18666666666667,124.28,29.739999999999995,154.0,362.16,223.07,33.61,56.92,6.78,30.03,39.9,217.5,28.42,108.67,40.77,579.9,57.39,411.85,78.5,257.26,1.32,105.69,366.56,46.29,49.87,4.67,27.99,8.0,7.32,28.83,89.05,5.79,-0.46,21.39,83.22,34.62,351.16,39.56,488.63,69.68,31.61,264.75,335.21000000000004,83.38,33.4,363.54,176.99,175.96,28.635,107.52,579.65,76.51,11.68,307.02,44.03
1991-09-23,635.515,376.98,46.93,83.63,42.54,281.67,424.232,156.04,85.81,457.96,5.78,76.94000000000001,389.42,66.4,-0.607,44.0,318.36,68.41,44.2,19.43,88.39,227.50412119947885,410.88,47.35,62.39,25.44,109.81,90.23,8.87,32.26,655.06,48.3,31.24,97.16,153.23,336.38,19.86,39.34,500.6,217.76,107.4,222.24,98.61,27.07213873896327,468.19000000000005,124.3,29.73,153.97,362.13,223.1,33.60877034016317,56.92,6.78,30.028829902002997,39.84,217.48,28.43,108.68,40.75,579.82,57.39,411.82,78.5,257.23,1.34,105.68,366.5,46.24,49.88,4.66,28.05,7.99,7.32,28.82,89.03999999999999,5.79,-0.44,21.37,83.13,34.6,351.09,39.58,488.43,69.74,31.62,264.765,335.24,83.4,33.37,363.53,177.0,175.93,28.625714285714285,107.52,579.62,76.54,11.71,306.98,44.09
1991-09-30,635.7199999999999,377.45,46.91542811905551,83.73,42.56041103357483,282.2184792073926,424.25999999999993,156.22,85.8,457.96,5.777382488150721,77.08773445109289,389.426,66.46,-0.487,43.95083560910841,318.6184093531532,68.3959140429449,44.19704843379782,19.49,88.46,227.71431362790327,411.045029660253,47.35529539376908,62.37,25.47,109.87,90.23,8.92,32.269873706974906,655.0,48.37155677709544,31.22728048435568,97.2,153.4276316394872,336.33,19.88266793248225,39.27903978288235,500.62297792699286,217.93044949676306,107.3407795022946,222.35541924255563,98.72,27.076336648341947,468.2133333333333,124.4,29.758008574476484,153.94,362.12,223.09760036237412,33.603044351514434,57.02,6.942183101634328,30.022638724905576,39.84707857320712,217.5509968878959,28.64129869767136,108.78301334780535,40.802302919527385,579.75,57.42600737718152,412.0,78.49304245807635,257.1948710383005,1.3319695625072718,105.7,366.56580070111113,46.25,49.873747604937265,4.801075208584791,28.14,8.053642122637328,7.400707063099844,28.85,89.00075295429994,5.802557306824298,-0.42,21.38,83.12,34.64037386724849,351.45,39.576323221677,488.31,69.67796677580492,31.62,264.80333333333334,335.2575916431907,83.45197259200394,33.36747333238383,363.55,176.94684564668006,176.08587319999756,28.614,107.54,579.6,76.71,11.763724945101803,306.9157383232043,44.16
1991-10-07,635.6033333333334,377.53,46.91,83.76,42.53,281.72,424.2116666666666,156.27,85.82,457.91,5.75,76.86,389.3728571428572,66.52,-0.477,43.97,318.29,68.39,44.19,19.46,88.54,227.57119708161088,410.8,47.35,62.37,25.51,109.84,90.2,9.04,32.25,654.98,48.29,31.22,97.27,153.17,336.34,19.85,39.31,500.68,217.83,107.39,222.22,98.73,27.01,468.2025,124.41,29.739999999999995,153.96,362.09,222.99,33.57,57.04,6.9,30.03,39.79,217.46,28.73,108.69,40.76,579.72,57.4,412.06,78.49,257.2,1.35,105.67,366.44,46.23,49.85,4.69,28.04,7.97,7.32,28.81,89.03,5.79,-0.55,21.36,83.11,34.57,351.33,39.59,488.09,69.62,31.63,264.7966666666667,335.36,83.35,33.36,363.49,176.98000000000002,175.93,28.594,107.53,579.58,76.76,11.72,307.02,44.17
1991-10-14,635.5,377.61,46.9,83.8,42.52,281.19,424.228,156.29,85.81,457.89,5.8,76.79,389.4016666666666,66.55,-0.467,44.0,318.24,68.38,44.19,19.42,88.53,227.57078794427616,410.74,47.35,62.35,25.55,109.84,90.2,9.04,32.24,654.95,48.28,31.21,97.29,153.09,336.33,19.85,39.24,500.6320477113377,217.82,107.39,222.4,98.72,27.0927255041938,468.165,124.41,29.739999999999995,153.96,362.0784589649975,222.97,33.58872051619338,57.01,6.89,30.043493786652846,39.76,217.44,28.7,108.65,40.75,579.66,57.41,411.94,78.48,257.17,1.33,105.65,366.35,46.21,49.83,4.66,27.96,7.96,7.32,28.82,89.02,5.75,-0.56,21.38,83.09,34.56,351.35,39.56,488.1,69.64,31.64,264.8066666666667,335.35,83.36,33.35,363.54,176.98000000000002,175.91,28.55,107.59,579.56,76.8,11.77,306.99,44.18
1991-10-21,635.44,377.8,46.87,83.81,42.51,281.04999999999995,424.215,156.28,85.8,457.8733333333333,5.74,76.67,389.378,66.58,-0.447,44.01,318.16,68.37,44.2,19.4,88.46,227.49766264426705,410.67,47.35,62.34,25.57,109.85,90.18,9.03,32.23,654.91,48.32,31.21,97.27,153.04,336.29,19.85,39.18,500.61,217.82,107.39,222.44,98.72,27.0,468.19000059110266,124.4,29.73,153.97,362.03,222.96,33.575896521753144,57.0,6.89,30.047451715338212,39.73,217.43,28.66,108.64,40.74,579.62,57.39,411.87,78.48,257.13,1.34,105.66,366.28,46.19,49.79,4.69,27.71,7.96,7.31,28.85,89.0,5.75,-0.44,21.36,83.04,34.54,351.67,39.55,488.07,69.64,31.64,264.805,335.33000000000004,83.36,33.34,363.54,176.97,175.89,28.531666666666663,107.48,579.53,76.78,11.79,306.9,44.23
1991-10-28,635.5453084703084,377.53,46.87,83.8,42.51,280.89,424.15333333333336,156.26,85.81,457.86,5.76,76.67,389.3425,66.59,-0.577,43.99,318.12,68.36,44.21,19.41,88.38,227.47659228011105,410.59,47.35,62.31,25.57,109.84,90.18,9.06,32.22,654.87,48.33,31.19,97.23,153.02,336.22,19.84,39.11,500.6065207053608,217.8,107.38,222.41,98.72,27.11817440723096,468.17,124.37,29.72,153.94,362.0443835652708,222.93,33.55,56.98,6.87,30.02,39.7,217.41,28.57,108.63,40.73,579.6,57.39,411.88,78.47,257.08,1.33,105.64,366.24,46.17,49.81,4.68,27.67,7.95,7.32,28.77,88.97999999999999,5.76,-0.56,21.36,83.01,34.53,351.34,39.53,487.96,69.53,31.64,264.78,335.33000000000004,83.32,33.32,363.53,176.71,175.89,28.515,107.75,579.5,76.76,11.85,307.05,44.22
1991-11-04,635.64,377.86,46.83,84.06,42.51,280.7,424.1885714285714,156.38,85.78,457.8425,5.76,76.66000000000001,389.3328571428571,66.53,-0.577,43.6,318.09,68.36,44.21,19.42,88.57,227.22,410.53,47.35,62.29,25.56,109.8,90.17,9.05,32.21,654.83,48.33,31.18,97.18,152.88,336.23,19.84,39.24,500.63,217.8,107.39,222.45,98.77,27.12,468.2,124.35,29.72,153.92,362.0,222.92,33.55,57.09,6.86,30.030746379593605,39.67,217.41,28.57,108.61,40.72,579.5699999999999,57.4,411.83,78.47,257.07,1.32,105.65,366.14,46.15,49.81,4.67,27.35,7.96,7.33,28.81,88.97999999999999,5.76,-0.4,21.39,82.99,34.51,351.17,39.55,487.7,69.75,31.62,264.775,335.3,83.34,33.33,363.58,176.36,175.88,28.516666666666666,107.51,579.47,76.96,11.84,307.0,44.34
1991-11-11,635.78,378.78,46.83,84.8,42.54,280.54999999999995,424.18,156.34,85.77,457.86,5.75,76.65,389.3533333333333,67.02,-0.327,43.64,318.52,68.35,44.22,19.4,88.46,227.19,410.48,47.35,62.31,25.58,110.0,90.16,9.19,32.22,654.8,48.33,31.17,97.26,153.02,336.22,19.88,39.24,500.68021238543486,218.15,107.39,222.49,98.79,27.100587841042284,468.2533333333333,124.5,29.72,153.9,361.99,222.91,33.5391109025555,57.38,6.88,30.040848071025625,39.66,217.43,28.54,108.62,40.73,579.4989404353527,57.42,411.99,78.46,257.07,1.33,105.62,366.11,46.13,49.83,4.68,27.24,7.99,7.35,28.84,88.97,5.75,-0.26,21.5,83.04,34.51,351.95,39.58,487.55,69.68,31.62,264.8066666666667,335.38,83.34,33.32,363.69,176.35,175.86,28.50666666666667,107.63,579.45,77.02,11.94,307.05,44.52
1991-11-18,635.792,378.82,46.83,85.07,42.55,280.45,424.196,156.49,85.79,457.882,5.74,76.65,389.39166666666665,67.04,-0.407,43.62,318.69,68.35,44.21,19.37,88.48,227.23,410.48,47.35,62.34,25.6,110.24,90.15,9.36,32.23,654.8,48.4,31.16,97.43,153.12,336.42,19.89,39.21,500.7,218.06,107.4,222.54,98.91,27.16,468.2575,124.69,29.76,153.91,361.9644060787514,222.94,33.57,57.5,6.88,30.07,39.64,217.44,28.48,108.62,40.75,579.5,57.42,412.31,78.46,257.04999999999995,1.32,105.63,366.08,46.16,49.85,4.69,27.32,8.01,7.35,28.84,88.97,5.75,-0.38,21.62,83.13,34.55,352.18,39.56,487.62,69.61,31.61,264.87,335.41,83.35,33.3,363.74,176.35,175.91,28.518,107.91,579.41,77.22,11.93,307.15,44.5
1991-11-25,635.8375000000001,378.7,46.85,85.25,42.57,280.4,424.15,156.46,85.82,457.99,5.75,76.65,389.346,67.09,-0.497,43.64,318.91,68.35,44.2,19.33,88.56,227.16,410.43,47.35,62.36,25.58,110.18,90.13,9.34,32.24,654.88,48.45,31.16,97.55,153.12,336.36,19.88,39.23,500.83590681790395,218.0,107.4,222.57,98.94,27.106640456989858,468.26666666666665,124.63,29.77,153.92,361.96,222.87,33.55577162343747,57.5,6.88,30.041342566129405,39.63,217.45,28.45,108.63,40.77,579.48,57.44,412.46,78.45,257.04,1.32,105.6,366.07,46.2,49.87,4.68,27.41,8.01,7.36,28.8,88.96,5.74,-0.46,21.62,83.12,34.58,351.86,39.55,487.66,69.56,31.61,264.88,335.29,83.34,33.3,363.7,176.34,175.93,28.498,107.99,579.39,77.19,11.9,307.2,44.44
1991-12-02,635.8,377.97,46.83,85.11,42.58,280.25,424.12,156.37,85.84,457.965,5.75,76.64,389.334,67.0,-0.487,43.65,318.54,68.34,44.2,19.29,88.53,227.23,410.4,47.35,62.38,25.56,110.05,90.13,9.3,32.27,655.01,48.55,31.16,97.5,153.05,336.21,19.9,39.15,500.85,217.94,107.41,222.49,98.92,27.16,468.185,124.51,29.739999999999995,153.87,361.94,222.8,33.53,57.39,6.88,30.05,39.62,217.42,28.56,108.65,40.78,579.4993755312023,57.44,412.19,78.45,257.03,1.31,105.61,365.98,46.22,49.85,4.79,27.36,8.02,7.36,28.78,89.00999999999999,5.74,-0.53,21.61,83.1,34.63,351.57,39.56,487.55,69.58,31.61,264.87,335.24,83.34,33.32,363.66,176.35,176.04,28.485,107.85,579.37,77.04,11.89,307.16,44.39
1991-12-09,635.785,377.1,46.81,85.09,42.58,280.15,424.105,156.34,85.84,457.945,5.76,76.64,389.3328571428571,66.98,-0.587,43.63,318.46,68.33,44.19,19.26,88.45,227.62,410.34,47.35,62.4,25.56,110.01,90.12,9.26,32.29,655.14,48.53,31.16,97.4,153.01,336.15,19.9,39.19,500.7776376456362,217.9,107.41,222.47,98.9,27.100318140680546,468.14,124.33,29.71,153.88,361.94,222.83,33.54506002872634,57.34,6.87,30.04,39.61,217.41,28.54,108.64,40.8,579.49,57.44,411.98,78.45,257.01,1.32,105.59,365.91,46.23,49.83,4.86,27.31,8.03,7.36,28.77,88.94999999999999,5.74,-0.61,21.6,83.08,34.64,351.48,39.55,487.48,69.58,31.6,264.8555356586362,335.24,83.34,33.29,363.56,176.35,176.0,28.475,107.54,579.35,77.0,11.9,307.15,44.36
1991-12-16,635.685,376.87,46.83,85.08,42.58,280.04999999999995,424.0866666666666,156.38,85.83,457.91,5.74,76.65,389.3325,66.94,-0.587,43.7,318.33,68.32,44.19,19.3,88.5,227.15,410.32,47.35,62.39,25.55,109.89,90.11,9.21,32.3,655.21,48.46,31.16,97.31,153.01,336.15,19.9,39.19,500.74,217.9,107.43,222.45,98.91,27.06,468.13,124.38,29.7,153.86,361.91,222.85,33.55,57.29,6.83,30.03,39.61,217.43,28.46,108.62,40.81,579.48,57.44,411.85,78.45,256.98999999999995,1.31,105.58,365.87,46.22,49.81,4.85,27.25,8.05,7.37,28.78,88.94999999999999,5.73,-0.6,21.58,83.07,34.66,351.45,39.58,487.3,69.69,31.6,264.825,335.24,83.34,33.27,363.52,176.37,175.89,28.45777205206085,107.47,579.34,76.94,11.89,307.15,44.31
1991-12-23,636.1733333333333,379.89,46.85,85.51,42.6,280.35,424.1757142857143,156.83,85.84,457.93666666666667,5.69,76.65,389.3942857142857,67.09,-0.407,43.77,319.7,68.32,44.24,19.32,88.49,227.33,410.3,47.35,62.41,25.58,110.30900323859444,90.1,9.52,32.29,655.52,48.54,31.16,97.44,153.22,336.58,19.92,39.16,501.0134978979205,218.42,107.47,222.57,98.98,27.06841229439588,468.215,124.83,29.73,153.89,361.905,222.95,33.52936796102615,57.57,6.84,30.068491132753067,39.6,217.44,28.44,108.64,40.83,579.497969368769,57.45,412.13,78.45,256.96,1.32,105.59,365.86,46.22,49.77,4.77,27.24,8.06,7.39,28.8,88.94999999999999,5.77,-0.33,22.16,83.06,34.69,352.37,39.63,487.7,69.64,31.59,264.895,335.5,83.35,33.27,364.22,176.42000000000002,176.01,28.482857142857146,107.85,579.32,77.46,11.97,309.17,44.65
1991-12-30,636.2657142857142,378.6,46.86228975285801,85.55,42.6604754974635,281.6407017821537,424.086,156.59,85.86,458.154,5.744398498726497,76.931685944396,389.3071428571429,67.14,-0.477,43.72864849508826,319.6404981992717,68.31258800301076,44.27547472761782,19.35,88.6,227.61445347087977,410.69510465379597,47.37520286577762,62.4,25.62,110.525,90.09,9.66,32.290262889562015,656.02,48.59428238862448,31.14918217917768,98.08,153.4955755100065,336.58,20.006612954417072,39.2341274830177,501.12,218.41739695796775,107.38952371741973,222.7116626139741,99.2,27.138998032712113,468.31,124.9,29.76432954379858,153.92,361.94,222.97,33.5622642422836,57.54,7.075282470909883,30.03080005660744,39.72036402109375,217.50779100248315,28.63033018941448,108.87281454841455,40.8861382388695,579.5,57.47262636657919,412.37,78.41288191907167,256.95428638148763,1.3087515235005363,105.57,366.1458062889808,46.26,49.830502061966264,5.085170394715547,27.23,8.205688521016413,7.553140562813468,28.81,88.98436845819938,5.840659011255298,-0.42,22.0,84.05,34.77695176795097,351.96,39.62537780484797,488.55,69.61650375610583,31.59,265.038,335.402916056822,83.47199418921485,33.29945130696248,364.29,176.40624920777884,176.19599811110157,28.48,108.02,579.3,77.23,12.026731328467527,309.90296866808194,44.46
1992-01-06,635.93,377.67,46.86,85.66,42.64,281.89,424.0975,156.44795858014342,85.92,458.175,5.76,76.69000000000001,389.344,67.26,-0.487,43.8,319.47,68.32,44.25,19.37,88.48044425231413,227.62,410.45,47.35,62.47,25.61,110.4244372387711,90.08,9.61,32.31,656.2,48.56,31.18,97.96,153.28,336.65,19.95,39.19,500.97109235794267,218.35,107.47,222.67,99.12,27.06,468.2133333333333,124.75646801809546,29.77,153.98,361.96,223.08,33.54112960162349,57.58,6.93,30.00288141816135,39.6,217.49,28.44,108.74,40.85,579.53,57.48,412.13,78.43,256.96,1.29,105.54117902594362,365.93,46.3,49.77,4.98,27.32,8.08,7.43,28.84,88.92999999999999,5.79,-0.23,22.05,83.89,34.71,351.71,39.62,489.3743985667339,69.53,31.58,265.02,335.3,83.5,33.27,364.4,176.48000000000002,175.98,28.49142857142857,107.8,579.28,77.38,11.97,312.08,44.57
1992-01-13,635.865,377.61,46.87,85.51,42.65,282.7,424.1283333333333,156.555,85.97,458.055,5.77,76.74000000000001,389.372,67.16,-0.477,43.8,319.81,68.31,44.26,19.39,88.67500000000001,227.61,410.68,47.35,62.54,25.62,110.285,90.07,9.6,32.33,656.07,48.58,31.23,97.86,153.48,336.7,19.98,39.23,500.87,218.46,107.47,222.7,99.14,27.121070308183562,468.195,124.705,29.78,154.05,361.94091055268575,223.12,33.537273249548875,57.52,6.98,30.02,39.61,217.52,28.5,108.83,40.86,579.615,57.5,411.97,78.42,256.96,1.3,105.585,365.87,46.33,49.8,5.07,27.42,8.08,7.43,28.84,88.91,5.8,-0.4,21.98,83.75,34.74,352.0,39.66,489.02,69.71,31.58,265.0575,335.35,83.54,33.27,364.45,176.48000000000002,175.93,28.504285714285714,107.72,579.27,77.16,12.01,313.55,44.43
1992-01-20,635.8,377.72,46.87,85.47,42.67,283.08,424.08,156.57,86.0,458.0033333333333,5.77,76.69000000000001,389.34,67.14,-0.527,43.83,319.66,68.3,44.26,19.38,88.41,227.48,410.79,47.35,62.57,25.63,110.2,90.05,9.56,32.35,655.87,48.59,31.26,97.73,153.37,336.78,19.99,39.26,500.84539311575656,218.36,107.47,222.72,99.17,27.06,468.2,124.66,29.8,154.05,361.97,223.24,33.56,57.5,7.0,30.007290240714987,39.6,217.58,28.48,108.87,40.88,579.66,57.56999999999999,411.91,78.42,256.97,1.3,105.56,365.84,46.35,49.83,5.18,27.52,8.07,7.45,28.85,88.89,5.8,-0.42,21.96,83.64,34.78,351.8,39.62,489.01,69.63,31.59,265.05,335.38,83.52,33.26,364.01,176.48000000000002,176.24,28.515,107.67,579.26,77.2,11.98,313.1,44.46
1992-01-27,635.745,377.68,46.87,85.29,42.71,283.5,424.06,156.51,86.01,457.96,5.79,76.73,389.31666666666666,67.0,-0.577,43.84,319.87,68.3,44.25,19.36,88.26,227.52,410.93,47.39,62.6,25.62,110.14,90.04,9.52,32.36,655.66,48.6,31.28,97.61,153.58,336.71,20.04,39.31,500.78,218.36,107.47,223.44,99.13,27.144115803793866,468.18,124.62,29.879999999999995,154.05,361.9186014325072,223.3,33.52,57.42,6.98,29.987177228292282,39.61,217.63,28.45,108.91,40.89,579.68,57.64,411.79,78.41,256.97,1.29,105.54,365.78,46.36,49.85,5.29,27.61,8.11,7.47,28.84,88.86999999999999,5.81,-0.56,21.89,83.49,34.82,351.75,39.62,488.95,69.53,31.58,265.01666666666665,335.20000000000005,83.59,33.25,364.0,176.48000000000002,176.41,28.52,107.58,579.24,76.99,12.02,312.02,44.37
1992-02-03,635.6800000000001,377.53,46.89,85.25,42.73,284.0,424.0575,156.45,86.0,457.93,5.8,76.78,389.335,66.94,-0.567,43.84,319.32,68.3,44.28,19.35,88.26,227.56,410.99,47.46,62.64,25.64,110.04,90.04,9.46,32.38,655.43,48.61,31.31,97.5,153.4,336.76,20.06,39.31,500.71553400557167,218.25,107.48,222.6,99.12,27.08,468.14,124.54,29.879999999999995,154.05,361.97,223.47,33.53,57.46,7.06,30.0,39.66,217.66,28.43,108.86,40.91,579.67,57.75,411.76,78.39,256.97,1.29,105.57,365.73,46.42,49.89,5.21,27.65,8.16,7.57,28.86,88.86999999999999,5.81,-0.43,21.87,83.36,34.83,351.71,39.62,488.77,69.63,31.64,264.96500000000003,335.1,83.56,33.25,363.84,176.53,176.17,28.54,107.49,579.24,77.05,11.93,310.02,44.39
1992-02-10,635.8014285714286,378.54,46.92,85.36,42.74,284.25,424.05,156.64,85.98,457.965,5.79,76.85000000000001,389.34833333333336,66.96,-0.557,43.83,319.39,68.32,44.29,19.36,88.19,227.51,411.05,47.49,62.66,25.66,110.18,90.03,9.48,32.4,655.36,48.63,31.34,97.59,153.46,336.7,20.08,39.33,500.93,218.33,107.48,222.67,99.19,27.112054785598843,468.2166666666667,124.78,29.879999999999995,154.0,361.9167037410124,223.49,33.546130316698004,57.48,7.08,29.995153283201418,39.7,217.7,28.41,108.96,40.93,579.66,57.72,412.2,78.38,256.97,1.3,105.5568745047274,365.78,46.39,49.89,5.36,27.69,8.17,7.57,28.9,88.88,5.81,-0.46,21.86,83.41,34.85,351.78,39.65,488.85,69.56,31.69,264.94666666666666,335.08000000000004,83.58,33.26,363.85,176.55,176.13,28.555,107.51,579.21,77.09,11.98,309.25,44.43
